Member_ID,Date,Class_Type,Coach,Status
220,2024-03-08,Weightlifting,Coach A,Checked In
220,2024-07-04,CrossFit,Coach A,Checked In
220,2024-08-06,CrossFit,Coach A,Checked In
220,2024-05-27,Cardio Class,Coach D,No-Show
220,2024-08-01,Weightlifting,Coach C,Checked In
220,2024-10-26,Open Gym,Coach A,Checked In
220,2025-05-08,Open Gym,Coach D,Checked In
220,2025-09-10,CrossFit,Coach D,Checked In
220,2024-04-07,Cardio Class,Coach B,Checked In
220,2025-09-26,CrossFit,Coach C,Checked In
220,2024-04-06,Weightlifting,Coach A,Checked In
220,2025-01-11,Weightlifting,Coach C,Checked In
220,2025-08-12,Cardio Class,Coach B,Checked In
220,2024-06-30,Cardio Class,Coach B,Checked In
220,2025-02-04,Cardio Class,Coach C,Checked In
220,2025-08-15,CrossFit,Coach D,Checked In
220,2024-06-21,Weightlifting,Coach D,Checked In
220,2025-01-13,Cardio Class,Coach C,Checked In
220,2024-09-16,Weightlifting,Coach C,Checked In
220,2024-05-25,Cardio Class,Coach C,Checked In
220,2025-09-28,CrossFit,Coach D,Checked In
220,2025-06-22,Weightlifting,Coach D,Checked In
220,2024-11-22,Open Gym,Coach C,Checked In
220,2024-04-05,Weightlifting,Coach A,Checked In
220,2025-02-21,Weightlifting,Coach D,Checked In
220,2025-09-18,Weightlifting,Coach D,No-Show
220,2024-05-20,Open Gym,Coach D,Checked In
220,2025-04-15,Cardio Class,Coach B,Checked In
220,2024-03-07,CrossFit,Coach A,Checked In
220,2025-04-10,CrossFit,Coach A,Checked In
220,2024-08-03,Cardio Class,Coach A,Checked In
220,2025-03-04,Cardio Class,Coach D,Checked In
220,2024-12-08,Cardio Class,Coach D,Checked In
220,2024-08-12,CrossFit,Coach D,No-Show
220,2024-07-31,Cardio Class,Coach A,Checked In
220,2024-06-28,Weightlifting,Coach B,Checked In
220,2024-10-10,Cardio Class,Coach C,Checked In
220,2024-07-06,Weightlifting,Coach D,Checked In
220,2025-07-29,CrossFit,Coach A,Checked In
220,2024-08-19,Weightlifting,Coach B,Checked In
220,2025-06-25,CrossFit,Coach C,Checked In
220,2024-12-06,Weightlifting,Coach D,Checked In
220,2024-10-05,Open Gym,Coach A,Checked In
220,2024-04-15,Cardio Class,Coach C,Checked In
220,2024-04-19,Weightlifting,Coach C,Checked In
220,2024-09-14,Open Gym,Coach A,Checked In
220,2025-04-14,Open Gym,Coach C,Checked In
220,2024-05-15,Cardio Class,Coach C,Checked In
220,2024-04-08,Open Gym,Coach B,Checked In
220,2024-11-11,CrossFit,Coach C,Checked In
220,2024-08-21,Open Gym,Coach D,Checked In
220,2025-09-14,Open Gym,Coach A,Checked In
220,2024-11-04,CrossFit,Coach A,Checked In
220,2024-07-10,Open Gym,Coach C,Checked In
220,2024-06-02,CrossFit,Coach A,Checked In
220,2025-07-13,CrossFit,Coach C,Checked In
220,2024-11-26,Open Gym,Coach A,Checked In
220,2025-03-25,Cardio Class,Coach A,Checked In
220,2024-08-26,Weightlifting,Coach D,Checked In
220,2024-12-24,Weightlifting,Coach C,Checked In
220,2024-06-27,CrossFit,Coach A,Checked In
220,2025-08-03,CrossFit,Coach C,Checked In
220,2025-02-07,Open Gym,Coach C,Checked In
220,2024-07-22,CrossFit,Coach B,Checked In
221,2024-08-24,Weightlifting,Coach D,Checked In
221,2025-01-05,CrossFit,Coach D,Checked In
221,2024-07-31,Weightlifting,Coach A,Checked In
221,2024-12-24,CrossFit,Coach C,Checked In
221,2025-09-02,Cardio Class,Coach B,Checked In
221,2025-03-03,Open Gym,Coach B,Checked In
221,2025-04-14,Cardio Class,Coach D,Checked In
221,2025-09-01,CrossFit,Coach A,Checked In
221,2025-04-26,Weightlifting,Coach A,Checked In
221,2024-08-16,CrossFit,Coach D,Checked In
221,2024-11-02,CrossFit,Coach B,Checked In
221,2025-05-03,Open Gym,Coach C,Checked In
221,2024-11-13,Weightlifting,Coach C,Checked In
221,2024-07-17,Weightlifting,Coach C,Checked In
221,2025-09-11,Open Gym,Coach D,Checked In
221,2024-08-27,CrossFit,Coach A,Checked In
221,2024-09-26,Weightlifting,Coach A,No-Show
221,2024-08-11,Cardio Class,Coach C,Checked In
221,2024-11-07,CrossFit,Coach B,Checked In
221,2025-01-23,Cardio Class,Coach D,Checked In
221,2025-03-26,CrossFit,Coach B,Checked In
221,2024-08-07,Weightlifting,Coach C,Checked In
221,2025-03-21,Weightlifting,Coach D,Checked In
221,2025-04-25,Open Gym,Coach A,Checked In
221,2025-03-28,Open Gym,Coach A,Checked In
221,2024-10-18,CrossFit,Coach C,Checked In
221,2024-12-23,Weightlifting,Coach C,Checked In
221,2025-01-15,CrossFit,Coach C,Checked In
221,2024-08-18,Weightlifting,Coach A,Checked In
221,2024-12-08,Open Gym,Coach A,Checked In
221,2025-09-04,CrossFit,Coach D,Checked In
221,2025-09-09,Open Gym,Coach C,Checked In
221,2025-05-08,Cardio Class,Coach B,Checked In
221,2025-05-22,Weightlifting,Coach C,Checked In
221,2025-04-12,Cardio Class,Coach C,Checked In
221,2025-02-16,Weightlifting,Coach C,Checked In
221,2025-05-01,Weightlifting,Coach D,Checked In
221,2024-09-13,Weightlifting,Coach A,Checked In
221,2025-08-06,Open Gym,Coach C,Checked In
221,2024-08-14,CrossFit,Coach B,Checked In
221,2025-01-28,Weightlifting,Coach C,Checked In
221,2025-06-06,CrossFit,Coach C,Checked In
221,2025-02-02,CrossFit,Coach C,Checked In
221,2025-08-27,CrossFit,Coach C,Checked In
221,2025-08-15,Cardio Class,Coach B,Checked In
221,2024-09-19,Cardio Class,Coach C,Checked In
221,2025-09-13,Cardio Class,Coach B,Checked In
221,2024-12-28,Cardio Class,Coach B,Checked In
221,2024-10-23,Open Gym,Coach B,Checked In
221,2024-08-19,Cardio Class,Coach D,Checked In
221,2025-03-02,CrossFit,Coach B,Checked In
221,2024-07-28,Open Gym,Coach A,Checked In
221,2024-09-17,Weightlifting,Coach C,Checked In
221,2025-07-16,Cardio Class,Coach C,Checked In
221,2024-11-21,CrossFit,Coach D,Checked In
221,2025-09-05,Weightlifting,Coach C,Checked In
221,2025-07-14,Open Gym,Coach A,Checked In
221,2025-02-08,Open Gym,Coach C,Checked In
221,2024-11-26,CrossFit,Coach C,No-Show
221,2025-04-29,Cardio Class,Coach C,Checked In
221,2024-07-29,Cardio Class,Coach B,Checked In
221,2025-07-28,CrossFit,Coach A,Checked In
221,2025-06-02,Cardio Class,Coach D,Checked In
221,2025-05-09,Open Gym,Coach C,Checked In
221,2025-02-11,Cardio Class,Coach B,Checked In
221,2024-07-18,Weightlifting,Coach D,Checked In
221,2025-07-06,Cardio Class,Coach A,Checked In
221,2025-02-06,Cardio Class,Coach B,Checked In
221,2025-08-21,Cardio Class,Coach D,No-Show
221,2024-12-19,Open Gym,Coach B,Checked In
222,2025-08-23,Weightlifting,Coach D,No-Show
222,2025-09-04,Weightlifting,Coach A,Checked In
222,2025-04-27,Weightlifting,Coach D,Checked In
222,2025-04-19,Open Gym,Coach A,Checked In
222,2025-04-24,Open Gym,Coach B,No-Show
222,2025-08-20,Cardio Class,Coach D,Checked In
222,2025-05-06,Weightlifting,Coach A,Checked In
222,2025-03-18,Cardio Class,Coach C,Checked In
222,2025-04-04,Cardio Class,Coach A,Checked In
222,2025-07-17,Cardio Class,Coach D,Checked In
222,2025-09-26,Weightlifting,Coach D,Checked In
222,2025-06-01,Weightlifting,Coach D,Checked In
222,2025-06-09,Weightlifting,Coach A,No-Show
222,2025-07-05,Open Gym,Coach D,Checked In
222,2025-07-14,Open Gym,Coach B,Checked In
222,2025-06-28,Open Gym,Coach C,Checked In
222,2025-04-16,Weightlifting,Coach A,Checked In
222,2025-05-10,Weightlifting,Coach D,Checked In
222,2025-06-14,Cardio Class,Coach B,Checked In
222,2025-04-18,Cardio Class,Coach A,Checked In
222,2025-05-07,Cardio Class,Coach D,Checked In
222,2025-07-23,CrossFit,Coach D,Checked In
222,2025-07-10,CrossFit,Coach D,Checked In
222,2025-07-22,Cardio Class,Coach A,Checked In
222,2025-05-24,CrossFit,Coach B,No-Show
222,2025-09-06,CrossFit,Coach B,Checked In
222,2025-09-01,Cardio Class,Coach B,Checked In
222,2025-03-17,Weightlifting,Coach A,Checked In
222,2025-06-17,Open Gym,Coach C,Checked In
222,2025-07-24,Cardio Class,Coach A,Checked In
222,2025-09-13,Cardio Class,Coach D,No-Show
222,2025-05-22,Open Gym,Coach B,Checked In
222,2025-04-08,CrossFit,Coach D,Checked In
222,2025-08-03,Cardio Class,Coach A,No-Show
222,2025-09-07,Weightlifting,Coach C,Checked In
222,2025-04-02,Weightlifting,Coach C,Checked In
222,2025-08-14,Cardio Class,Coach A,Checked In
222,2025-08-17,Weightlifting,Coach A,Checked In
222,2025-05-31,Weightlifting,Coach C,Checked In
222,2025-08-12,Cardio Class,Coach D,Checked In
222,2025-03-21,Cardio Class,Coach C,Checked In
222,2025-04-12,Weightlifting,Coach C,Checked In
222,2025-05-17,Open Gym,Coach B,Checked In
222,2025-04-07,CrossFit,Coach B,Checked In
222,2025-06-21,Cardio Class,Coach A,Checked In
222,2025-03-23,Cardio Class,Coach C,Checked In
222,2025-08-18,Weightlifting,Coach A,Checked In
222,2025-07-06,CrossFit,Coach C,No-Show
222,2025-06-08,CrossFit,Coach B,Checked In
222,2025-08-25,Weightlifting,Coach B,Checked In
222,2025-06-18,CrossFit,Coach B,Checked In
222,2025-09-20,Weightlifting,Coach A,Checked In
222,2025-06-04,CrossFit,Coach A,Checked In
222,2025-06-16,Cardio Class,Coach D,Checked In
222,2025-05-16,Open Gym,Coach A,Checked In
222,2025-06-05,Open Gym,Coach D,Checked In
222,2025-08-05,Cardio Class,Coach C,Checked In
222,2025-05-14,Cardio Class,Coach D,Checked In
222,2025-08-01,Open Gym,Coach C,Checked In
222,2025-05-26,Weightlifting,Coach C,Checked In
222,2025-05-04,CrossFit,Coach A,Checked In
222,2025-03-24,Cardio Class,Coach A,Checked In
222,2025-09-21,Weightlifting,Coach A,Checked In
222,2025-07-13,CrossFit,Coach A,Checked In
222,2025-03-16,Open Gym,Coach B,Checked In
222,2025-03-01,CrossFit,Coach B,Checked In
222,2025-07-09,Cardio Class,Coach D,Checked In
222,2025-09-16,Cardio Class,Coach A,Checked In
222,2025-09-11,Open Gym,Coach D,Checked In
222,2025-04-05,CrossFit,Coach A,Checked In
222,2025-07-31,Weightlifting,Coach B,Checked In
222,2025-08-02,Open Gym,Coach D,Checked In
222,2025-09-17,Cardio Class,Coach B,No-Show
222,2025-03-25,CrossFit,Coach C,Checked In
222,2025-04-30,Cardio Class,Coach A,Checked In
222,2025-06-29,CrossFit,Coach B,Checked In
222,2025-04-10,Weightlifting,Coach A,Checked In
223,2025-07-26,Weightlifting,Coach B,Checked In
223,2025-07-06,CrossFit,Coach D,No-Show
223,2025-06-06,CrossFit,Coach C,Checked In
223,2025-05-22,Cardio Class,Coach A,Checked In
223,2025-08-03,Cardio Class,Coach C,Checked In
223,2025-05-07,Weightlifting,Coach C,Checked In
223,2025-09-18,Open Gym,Coach A,Checked In
223,2025-08-24,Weightlifting,Coach A,Checked In
223,2025-03-01,Open Gym,Coach D,Checked In
223,2025-05-12,Cardio Class,Coach A,Checked In
223,2025-07-09,Cardio Class,Coach B,Checked In
223,2025-06-13,Cardio Class,Coach B,Checked In
223,2025-04-11,Cardio Class,Coach A,Checked In
223,2025-03-11,Cardio Class,Coach D,Checked In
223,2025-05-29,Open Gym,Coach D,Checked In
223,2025-04-07,Cardio Class,Coach B,Checked In
223,2025-07-16,Cardio Class,Coach D,Checked In
223,2025-08-15,Weightlifting,Coach B,Checked In
223,2025-07-13,Weightlifting,Coach D,Checked In
223,2025-04-25,Weightlifting,Coach D,Checked In
223,2025-03-14,Weightlifting,Coach C,Checked In
223,2025-04-02,Cardio Class,Coach B,Checked In
223,2025-05-28,Open Gym,Coach A,Checked In
223,2025-08-02,Weightlifting,Coach A,Checked In
223,2025-09-15,Weightlifting,Coach D,Checked In
223,2025-08-13,Cardio Class,Coach D,No-Show
223,2025-07-25,Weightlifting,Coach B,Checked In
223,2025-03-31,Weightlifting,Coach B,Checked In
223,2025-04-30,Weightlifting,Coach C,Checked In
223,2025-02-25,Weightlifting,Coach D,Checked In
223,2025-05-17,CrossFit,Coach D,Checked In
223,2025-04-28,Open Gym,Coach A,Checked In
223,2025-09-02,CrossFit,Coach B,Checked In
223,2025-03-18,CrossFit,Coach B,Checked In
223,2025-06-22,Cardio Class,Coach C,No-Show
223,2025-06-10,Cardio Class,Coach A,Checked In
223,2025-06-25,Cardio Class,Coach D,Checked In
223,2025-09-04,CrossFit,Coach D,No-Show
223,2025-05-05,CrossFit,Coach D,Checked In
223,2025-08-07,Weightlifting,Coach D,Checked In
223,2025-06-17,CrossFit,Coach A,Checked In
223,2025-07-01,Weightlifting,Coach B,Checked In
223,2025-08-11,Cardio Class,Coach C,Checked In
223,2025-09-22,Cardio Class,Coach B,Checked In
223,2025-07-18,Weightlifting,Coach B,Checked In
223,2025-09-09,Weightlifting,Coach B,Checked In
223,2025-09-11,Cardio Class,Coach C,Checked In
223,2025-09-17,CrossFit,Coach D,Checked In
223,2025-04-01,Cardio Class,Coach A,Checked In
223,2025-09-10,Open Gym,Coach B,Checked In
223,2025-03-05,CrossFit,Coach D,Checked In
223,2025-03-09,Open Gym,Coach D,Checked In
223,2025-04-04,Cardio Class,Coach D,Checked In
223,2025-05-09,Open Gym,Coach C,Checked In
223,2025-03-20,Cardio Class,Coach D,Checked In
223,2025-04-08,Cardio Class,Coach C,Checked In
223,2025-06-04,Cardio Class,Coach B,Checked In
223,2025-07-02,Open Gym,Coach B,Checked In
223,2025-06-28,CrossFit,Coach D,Checked In
223,2025-09-27,Open Gym,Coach B,Checked In
223,2025-02-23,Cardio Class,Coach C,Checked In
223,2025-03-12,Weightlifting,Coach C,Checked In
223,2025-07-07,CrossFit,Coach D,Checked In
223,2025-02-18,CrossFit,Coach B,Checked In
223,2025-06-30,Cardio Class,Coach B,No-Show
223,2025-07-08,CrossFit,Coach B,Checked In
223,2025-03-10,Cardio Class,Coach B,Checked In
223,2025-03-06,Weightlifting,Coach B,Checked In
223,2025-07-24,Weightlifting,Coach C,Checked In
223,2025-08-14,Weightlifting,Coach A,Checked In
223,2025-06-21,CrossFit,Coach B,Checked In
223,2025-03-27,CrossFit,Coach A,Checked In
223,2025-03-07,CrossFit,Coach D,Checked In
223,2025-04-06,Cardio Class,Coach D,Checked In
223,2025-02-19,Weightlifting,Coach A,Checked In
223,2025-07-12,CrossFit,Coach B,Checked In
223,2025-06-29,CrossFit,Coach A,No-Show
223,2025-06-16,CrossFit,Coach C,No-Show
223,2025-02-26,Weightlifting,Coach A,Checked In
223,2025-05-14,CrossFit,Coach C,Checked In
223,2025-03-08,Weightlifting,Coach D,Checked In
224,2024-08-08,CrossFit,Coach D,Checked In
224,2025-05-21,CrossFit,Coach D,Checked In
224,2024-06-16,Weightlifting,Coach B,Checked In
224,2025-01-08,Weightlifting,Coach C,Checked In
224,2024-08-01,Cardio Class,Coach C,Checked In
224,2025-08-23,Weightlifting,Coach A,Checked In
224,2025-08-10,CrossFit,Coach B,Checked In
224,2025-03-05,CrossFit,Coach D,Checked In
224,2024-09-02,Open Gym,Coach C,Checked In
224,2024-11-05,CrossFit,Coach C,Checked In
224,2025-07-22,Open Gym,Coach D,Checked In
224,2024-12-21,Weightlifting,Coach D,Checked In
224,2025-05-17,Weightlifting,Coach B,Checked In
224,2024-07-05,Cardio Class,Coach A,Checked In
224,2025-06-16,Open Gym,Coach C,Checked In
224,2024-12-31,Cardio Class,Coach D,Checked In
224,2025-09-11,Weightlifting,Coach A,Checked In
224,2024-06-07,Cardio Class,Coach C,Checked In
224,2025-04-10,CrossFit,Coach D,Checked In
224,2024-10-20,Cardio Class,Coach A,Checked In
224,2025-09-22,Open Gym,Coach B,Checked In
224,2025-07-01,Cardio Class,Coach B,Checked In
224,2024-07-17,Weightlifting,Coach A,Checked In
224,2024-11-22,CrossFit,Coach B,Checked In
224,2025-04-12,Weightlifting,Coach A,Checked In
224,2024-07-07,CrossFit,Coach D,No-Show
224,2025-05-05,Open Gym,Coach D,Checked In
224,2024-06-15,Cardio Class,Coach D,Checked In
224,2025-06-20,Weightlifting,Coach D,Checked In
224,2024-12-07,CrossFit,Coach C,Checked In
224,2025-02-04,Open Gym,Coach D,Checked In
224,2025-08-08,Open Gym,Coach C,Checked In
224,2024-12-26,Weightlifting,Coach A,Checked In
224,2024-10-28,Weightlifting,Coach A,Checked In
224,2024-07-15,Open Gym,Coach D,Checked In
224,2025-03-03,Open Gym,Coach D,Checked In
224,2024-07-02,Cardio Class,Coach D,Checked In
224,2025-04-24,Cardio Class,Coach A,Checked In
224,2025-01-22,CrossFit,Coach D,Checked In
224,2025-03-13,CrossFit,Coach D,Checked In
224,2024-06-12,Weightlifting,Coach B,Checked In
224,2025-03-14,Cardio Class,Coach D,Checked In
224,2024-11-28,Open Gym,Coach A,Checked In
224,2025-02-07,Cardio Class,Coach A,Checked In
224,2025-03-11,Cardio Class,Coach C,Checked In
224,2025-07-24,Weightlifting,Coach A,Checked In
224,2024-07-31,CrossFit,Coach B,Checked In
224,2024-12-29,Open Gym,Coach D,Checked In
224,2025-09-02,Cardio Class,Coach D,Checked In
224,2025-05-31,CrossFit,Coach C,Checked In
224,2024-06-13,CrossFit,Coach B,Checked In
224,2025-01-28,CrossFit,Coach D,Checked In
224,2025-07-17,Weightlifting,Coach D,Checked In
224,2025-06-07,Cardio Class,Coach A,Checked In
224,2025-04-17,CrossFit,Coach A,Checked In
224,2025-01-03,CrossFit,Coach D,Checked In
224,2024-08-20,Cardio Class,Coach A,Checked In
224,2024-09-23,Weightlifting,Coach B,Checked In
224,2025-02-25,Open Gym,Coach C,Checked In
224,2025-01-05,CrossFit,Coach D,Checked In
224,2025-06-24,Open Gym,Coach C,Checked In
224,2025-09-05,Open Gym,Coach C,Checked In
224,2025-07-04,Weightlifting,Coach A,Checked In
224,2025-08-05,Open Gym,Coach C,Checked In
224,2024-06-17,CrossFit,Coach D,Checked In
224,2025-08-12,Weightlifting,Coach D,Checked In
224,2025-02-28,Open Gym,Coach A,Checked In
224,2025-02-15,Weightlifting,Coach B,Checked In
225,2025-05-07,CrossFit,Coach A,Checked In
225,2024-09-14,Open Gym,Coach C,Checked In
225,2025-06-25,Weightlifting,Coach C,Checked In
225,2024-08-28,CrossFit,Coach D,Checked In
225,2025-07-22,Open Gym,Coach D,Checked In
225,2025-04-30,Open Gym,Coach A,Checked In
225,2024-10-01,Weightlifting,Coach A,Checked In
225,2025-04-01,Open Gym,Coach C,Checked In
225,2024-09-29,Cardio Class,Coach C,Checked In
225,2024-05-30,CrossFit,Coach B,Checked In
225,2025-07-25,CrossFit,Coach C,Checked In
225,2024-12-05,Open Gym,Coach B,Checked In
225,2025-03-29,Cardio Class,Coach B,Checked In
225,2024-05-15,Open Gym,Coach C,Checked In
225,2025-01-17,Cardio Class,Coach A,No-Show
225,2025-02-12,Weightlifting,Coach B,Checked In
225,2025-07-15,Cardio Class,Coach A,Checked In
225,2025-01-08,Open Gym,Coach A,Checked In
225,2024-10-14,Cardio Class,Coach C,Checked In
225,2024-10-25,Open Gym,Coach A,Checked In
225,2024-07-04,Open Gym,Coach C,Checked In
225,2024-08-10,Weightlifting,Coach A,Checked In
225,2025-02-20,CrossFit,Coach C,Checked In
225,2024-11-18,CrossFit,Coach D,Checked In
225,2024-05-22,CrossFit,Coach A,No-Show
225,2024-09-03,Open Gym,Coach D,No-Show
225,2024-09-15,Open Gym,Coach D,Checked In
225,2024-10-09,Cardio Class,Coach D,Checked In
225,2025-06-05,Open Gym,Coach B,Checked In
225,2025-06-22,Weightlifting,Coach B,Checked In
225,2024-12-29,Weightlifting,Coach B,Checked In
225,2024-06-08,Open Gym,Coach B,Checked In
225,2024-12-22,Weightlifting,Coach D,Checked In
225,2024-09-02,CrossFit,Coach A,Checked In
225,2025-07-18,Weightlifting,Coach C,Checked In
225,2024-07-15,Weightlifting,Coach A,Checked In
225,2025-09-13,CrossFit,Coach B,Checked In
225,2025-04-03,Open Gym,Coach D,Checked In
225,2024-05-28,Open Gym,Coach D,Checked In
225,2024-05-04,Weightlifting,Coach D,Checked In
225,2024-08-09,CrossFit,Coach A,No-Show
225,2025-03-13,Weightlifting,Coach C,Checked In
225,2024-11-24,Cardio Class,Coach B,Checked In
225,2024-09-04,Cardio Class,Coach C,Checked In
225,2025-04-10,Cardio Class,Coach C,Checked In
225,2025-02-10,Cardio Class,Coach C,Checked In
225,2025-08-07,Weightlifting,Coach C,Checked In
225,2025-02-08,Weightlifting,Coach A,Checked In
225,2024-09-09,CrossFit,Coach D,Checked In
225,2024-11-27,CrossFit,Coach D,Checked In
225,2025-01-16,Cardio Class,Coach B,Checked In
225,2025-08-19,Weightlifting,Coach A,Checked In
225,2025-08-31,Weightlifting,Coach C,Checked In
225,2024-10-22,Open Gym,Coach D,No-Show
225,2025-05-01,CrossFit,Coach A,No-Show
225,2024-06-12,CrossFit,Coach D,Checked In
225,2024-11-16,Open Gym,Coach C,Checked In
225,2025-05-25,Weightlifting,Coach D,Checked In
225,2025-03-16,Cardio Class,Coach D,Checked In
225,2025-07-20,CrossFit,Coach A,Checked In
225,2025-04-08,Cardio Class,Coach C,Checked In
225,2025-06-16,Cardio Class,Coach B,Checked In
225,2024-06-14,Cardio Class,Coach B,Checked In
225,2024-08-03,Open Gym,Coach A,Checked In
225,2025-06-21,Weightlifting,Coach D,Checked In
225,2025-05-26,Open Gym,Coach D,Checked In
225,2024-05-27,Open Gym,Coach D,Checked In
225,2025-04-15,CrossFit,Coach B,Checked In
225,2025-08-15,CrossFit,Coach C,No-Show
225,2025-01-12,Open Gym,Coach C,Checked In
225,2024-11-28,CrossFit,Coach C,Checked In
225,2025-08-06,CrossFit,Coach B,Checked In
225,2024-11-02,Open Gym,Coach D,Checked In
225,2025-02-09,Open Gym,Coach A,Checked In
225,2025-07-26,Cardio Class,Coach A,Checked In
225,2025-08-27,Open Gym,Coach A,Checked In
225,2025-07-05,CrossFit,Coach B,Checked In
225,2024-08-07,Cardio Class,Coach C,Checked In
225,2025-09-01,Weightlifting,Coach D,Checked In
225,2024-08-24,CrossFit,Coach C,No-Show
225,2024-06-09,CrossFit,Coach C,Checked In
225,2024-12-13,Cardio Class,Coach A,Checked In
225,2025-01-14,Open Gym,Coach D,Checked In
225,2024-06-04,Weightlifting,Coach C,Checked In
225,2025-07-28,CrossFit,Coach C,Checked In
225,2024-09-20,Open Gym,Coach C,Checked In
225,2025-02-03,CrossFit,Coach A,Checked In
225,2025-07-17,Open Gym,Coach D,Checked In
225,2024-10-15,Open Gym,Coach B,Checked In
225,2024-07-29,Cardio Class,Coach B,Checked In
225,2024-10-13,Weightlifting,Coach B,Checked In
226,2024-02-15,Weightlifting,Coach C,Checked In
226,2025-02-18,Cardio Class,Coach D,Checked In
226,2025-06-09,Open Gym,Coach A,Checked In
226,2025-08-11,Open Gym,Coach D,Checked In
226,2024-03-31,CrossFit,Coach B,Checked In
226,2024-04-03,CrossFit,Coach A,Checked In
226,2025-08-02,Weightlifting,Coach B,Checked In
226,2025-03-19,Weightlifting,Coach A,Checked In
226,2024-06-20,Cardio Class,Coach A,Checked In
226,2024-06-03,CrossFit,Coach C,No-Show
226,2025-05-12,Open Gym,Coach D,Checked In
226,2025-01-24,Open Gym,Coach C,No-Show
226,2024-05-28,Weightlifting,Coach B,Checked In
226,2025-06-17,Cardio Class,Coach A,Checked In
226,2024-07-05,CrossFit,Coach A,Checked In
226,2024-10-30,Weightlifting,Coach C,Checked In
226,2024-05-05,Open Gym,Coach D,Checked In
226,2024-06-17,Open Gym,Coach C,Checked In
226,2024-07-23,Cardio Class,Coach D,Checked In
226,2025-01-02,CrossFit,Coach D,Checked In
226,2025-02-15,Open Gym,Coach A,Checked In
226,2024-12-11,Weightlifting,Coach C,Checked In
226,2025-03-27,Weightlifting,Coach D,Checked In
226,2025-05-02,Cardio Class,Coach A,Checked In
226,2025-07-20,Cardio Class,Coach C,Checked In
226,2024-01-31,CrossFit,Coach B,Checked In
226,2024-03-16,Open Gym,Coach D,Checked In
226,2024-08-27,Cardio Class,Coach D,No-Show
226,2025-07-02,Cardio Class,Coach D,Checked In
226,2025-02-23,Weightlifting,Coach A,Checked In
226,2025-09-04,CrossFit,Coach A,Checked In
226,2025-02-22,CrossFit,Coach B,Checked In
226,2024-09-15,CrossFit,Coach B,Checked In
226,2025-02-04,Open Gym,Coach D,Checked In
226,2024-07-12,CrossFit,Coach A,Checked In
226,2024-12-03,CrossFit,Coach A,Checked In
226,2025-05-07,CrossFit,Coach D,Checked In
226,2024-07-27,Weightlifting,Coach D,Checked In
226,2024-10-06,Cardio Class,Coach B,Checked In
226,2024-10-18,CrossFit,Coach B,Checked In
226,2025-02-27,Open Gym,Coach C,Checked In
226,2024-06-23,Open Gym,Coach B,Checked In
226,2024-03-10,Weightlifting,Coach B,Checked In
226,2025-05-08,Cardio Class,Coach A,Checked In
226,2024-04-20,CrossFit,Coach C,Checked In
226,2025-06-24,Weightlifting,Coach C,Checked In
226,2025-05-20,Weightlifting,Coach A,Checked In
226,2025-04-07,Weightlifting,Coach D,Checked In
226,2025-01-13,Cardio Class,Coach C,Checked In
226,2025-08-26,Cardio Class,Coach A,Checked In
226,2024-08-17,CrossFit,Coach D,Checked In
226,2024-09-03,Cardio Class,Coach B,Checked In
226,2025-09-13,CrossFit,Coach B,Checked In
226,2025-08-29,Weightlifting,Coach B,Checked In
226,2024-09-05,CrossFit,Coach C,Checked In
226,2024-03-26,Cardio Class,Coach D,Checked In
226,2025-01-18,Open Gym,Coach D,Checked In
226,2024-02-18,Weightlifting,Coach C,Checked In
226,2024-02-28,Open Gym,Coach C,Checked In
226,2024-06-30,CrossFit,Coach B,Checked In
226,2025-08-13,Open Gym,Coach B,Checked In
226,2025-06-21,Cardio Class,Coach D,Checked In
226,2024-05-18,CrossFit,Coach D,Checked In
226,2025-01-29,Open Gym,Coach D,Checked In
226,2024-03-14,Cardio Class,Coach C,Checked In
226,2024-03-17,Open Gym,Coach D,Checked In
226,2025-04-16,Cardio Class,Coach D,Checked In
226,2025-07-26,Weightlifting,Coach D,Checked In
226,2024-02-07,Cardio Class,Coach D,Checked In
226,2025-05-06,Open Gym,Coach C,Checked In
226,2024-05-11,Cardio Class,Coach D,Checked In
226,2024-10-21,Weightlifting,Coach D,Checked In
226,2024-02-20,CrossFit,Coach D,Checked In
226,2024-03-24,Weightlifting,Coach D,Checked In
226,2024-09-22,Weightlifting,Coach A,Checked In
226,2024-12-05,Cardio Class,Coach C,Checked In
226,2024-02-19,Cardio Class,Coach A,Checked In
226,2024-08-19,Cardio Class,Coach C,Checked In
226,2025-01-22,Cardio Class,Coach A,Checked In
227,2024-07-18,Open Gym,Coach D,Checked In
227,2024-06-27,Weightlifting,Coach C,Checked In
227,2024-12-09,Weightlifting,Coach B,Checked In
227,2025-02-09,CrossFit,Coach D,Checked In
227,2024-07-03,CrossFit,Coach D,Checked In
227,2025-04-05,CrossFit,Coach A,Checked In
227,2024-09-25,CrossFit,Coach B,Checked In
227,2025-02-16,CrossFit,Coach D,Checked In
227,2025-01-09,Cardio Class,Coach D,Checked In
227,2025-09-15,CrossFit,Coach A,Checked In
227,2025-02-17,Open Gym,Coach D,Checked In
227,2024-08-16,Weightlifting,Coach B,Checked In
227,2025-07-17,Cardio Class,Coach A,Checked In
227,2024-08-03,Weightlifting,Coach A,Checked In
227,2024-12-07,Open Gym,Coach B,Checked In
227,2025-02-18,Cardio Class,Coach C,Checked In
227,2024-05-25,CrossFit,Coach D,Checked In
